iter	Passed	Remaining
412	2727	3876
413	2734	3870
414	2739	3862
415	2743	3851
416	2751	3847
417	2755	3836
418	2760	3828
419	2765	3819
420	2770	3809
421	2774	3800
422	2784	3797
423	2790	3790
424	2799	3787
425	2803	3777
426	2807	3767
427	2814	3762
428	2818	3751
429	2822	3741
430	2827	3732
431	2831	3723
432	2835	3712
433	2838	3702
434	2846	3697
435	2850	3687
436	2854	3677
437	2860	3670
438	2866	3662
439	2872	3655
440	2879	3649
441	2892	3651
442	2898	3643
443	2908	3642
444	2915	3635
445	2926	3634
446	2930	3625
447	2940	3622
448	2947	3617
449	2953	3609
450	2958	3600
451	2963	3592
452	2968	3584
453	2974	3577
454	2980	3569
455	2986	3562
456	2990	3552
457	2993	3542
458	3001	3537
459	3006	3529
460	3011	3520
461	3015	3511
462	3018	3501
463	3022	3491
464	3025	3481
465	3031	3474
466	3040	3470
467	3045	3462
468	3049	3452
469	3052	3442
470	3057	3434
471	3062	3426
472	3066	3416
473	3070	3407
474	3075	3398
475	3079	3389
476	3084	3382
477	3093	3378
478	3097	3368
479	3100	3358
480	3105	3350
481	3109	3342
482	3113	3332
483	3116	3322
484	3126	3319
485	3131	3311
486	3138	3306
487	3142	3297
488	3152	3294
489	3156	3285
490	3163	3279
491	3167	3270
492	3172	3262
493	3175	3252
494	3187	3252
495	3191	3243
496	3195	3233
497	3202	3228
498	3206	3219
499	3210	3210
500	3212	3200
501	3218	3192
502	3225	3186
503	3233	3182
504	3240	3176
505	3246	3169
506	3252	3162
507	3260	3157
508	3267	3151
509	3270	3142
510	3274	3133
511	3278	3124
512	3284	3118
513	3290	3111
514	3296	3104
515	3302	3097
516	3311	3093
517	3318	3087
518	3321	3077
519	3326	3070
520	3330	3062
521	3336	3055
522	3340	3046
523	3344	3037
524	3354	3034
525	3358	3026
526	3362	3017
527	3367	3010
528	3372	3002
529	3376	2994
530	3381	2986
531	3387	2979
532	3395	2975
533	3400	2967
534	3403	2958
535	3407	2949
536	3414	2944
537	3420	2937
538	3424	2928
539	3427	2919
540	3434	2913
541	34547	3379542	34548	3389543	34549	3396	2779
550	3401545	34551	3405	2764
552	3411547	34553	3415548	34554	3431	2751
555	3434	2742
556	3441	2737
557	3452	2734
558	3456	2726
559	3459	2718
560	3463	2710
561	3473	2707
562	3482	2703
563	3488	2697
564	3493	2689
565	3497	2681
566	3501	2674
567	3505	2666
568	3509563	35569	3518564	35570	3523565	35571	3527566	35572	3533567	35573	3541	2628
574	3545569	3606	2721
570	3617	2718
571	3621	2709
572	3625	2701
573	3629	2693
574	3639	2690
575	36581	3594576	36582	3604	2578
583	3614	2574
584	3624579	36585	3631580	36586	3642581	37587	3659	2563
588	3665	2557
589	3670	2550
590	3675	2543
591	3686	2540
592	3691	2533
593	3697	2527
594	3704	2521
595	3707	2513
596	3712	2506
597	3717	2499
598	3720	2490
599	3726	2484
600	3729	2476
601	3733	2468
602	3736	2460
603	3740	2452
604	3747	2446
605	3754	2440
606	3758	2433
607	3762602	38608	3767603	38609	3771604	3835	2504
605	3848	2502
606	3862	2500
607	3867	2493
608	3870	2485
609	3884	2483
610	3890	2477
611	3896	2470
612	3900	2462
613	3906	2455
614	3915	2451
615	3919	2443
616	3924	2436
617	3933	2431
618	3958	2436
619	3970	2433
620	3986	2432
621	4002	2432
622	4013	2428
623	4018	2421
624	4022	2413
625	40631	3982626	40632	4010	2325
633	4016	2318
634	4021629	40635	4033630	4098	2396
631	4113	2395
632	4117	2387
633	4122	2379
634	4137	2378
635	4146	2373
636	4157	2369
637	4168	2365
638	4179	2360
639	4198	2361
640	4203	2354
641	4209	2347
642	4214	2339
643	4228	2337
644	4231	2329
645	4236	2321
646	4244	2315
647	4248	2307
648	4255	2301
649	4259	2293
650	4262	2285
651	4269	2278
652	4273	2271
653	4278	2263
654	4281	2254
655	4289	2249
656	4293	2241
657	4300	2235
658	4308	2229
659	4311	2220
660	4316	2213
661	4325	2208
662	4336	2204
663	4343	2197
664	4349	2191
665	4354	2183
666	4358	2175
667	4364	2169
668	4374	2164
669	43675	4340	2080
676	4345671	44677	4350672	4409	2142
673	44679	4364674	4424	2130
675	4431	2124
676	4436	2116
677	44683	4392678	44684	4400679	44685	4407	2017
686	4412681	44687	4416682	44688	4420683	44689	4425	1988
690	4432	1982
691	4436	1974
692	4441	1967
693	4446	1960
694	4451	1953
695	4456	1946
696	4460	1938
697	4464692	45698	4467693	45699	4474694	45700	4485695	45701	4496	1908
702	4500697	45703	4509	1896
704	4517	1890
705	4532	1887
706	4546	1884
707	4549	1876
708	4557	1870
709	4561	1863
710	4565	1855
711	4574	1850
712	4580	1843
713	4590	1838
714	4597	1832
715	4603	1825
716	4606	1818
717	4610	1810
718	4614	1803
719	4620	1797
720	4625	1789
721	4631	1783
722	4644	1779
723	4648	1772
724	4653	1765
725	4659	1758
726	4662	1750
727	4675	1746
728	4680	1739
729	4684	1732
730	4688	1725
731	4692	1717
732	4696	1710
733	4701	1703
734	4705	1696
735	4709	1689
736	4715	1682
737	4721	1676
738	4725	1668
739	4732	1662
740	4740	1657
741	4747	1650
742	4756	1645
743	4761	1638
744	4773	1633
745	4789	1630
746	4800	1625
747	4806	1619
748	4822	1615
749	4839	1613
750	4846	1606
751	4851	1599
752	4855	1592
753	4866	1587
754	4870	1580
755	4873	1573
756	4880	1566
757	4885	1559
758	4889	1552
759	4897	1546
760	4901	1539
761	4905	1532
762	4912	1525
763	4917	1519
764	4922	1512
765	4931	1506
766	4936	1499
767	4939	1492
768	4945	1485
769	4950	1478
770	4954	1471
771	4961	1465
772	4965	1458
773	4970	1451
774	4975	1444
775	4980	1437
776	4984	1430
777	4993	1424
778	4998	1418
779	5002	1410
780	5011	1405
781	5014	1397
782	5022	1391
783	5028	1385
784	5033	1378
785	5043	1373
786	5047	1366
787	5052	1359
788	5057	1352
789	5062	1345
790	5075	1341
791	5082	1334
792	5088	1328
793	5092	1321
794	5097	1314
795	5106	1308
796	5114	1302
797	5122	1296
798	5126	1289
799	5129	1282
800	5135	1275
801	5144	1270
802	5155	1264
803	5167	1259
804	5173	1253
805	5177	1246
806	5181	1239
807	5188	1232
808	5191	1225
809	5196	1218
810	5205	1213
811	5211	1206
812	5216	1199
813	5220	1192
814	5224	1186
815	5229	1179
816	5236	1172
817	5242	1166
818	5246	1159
819	5251	1152
820	5257	1146
821	5262	1139
822	5268	1133
823	5273	1126
824	5278	1119
825	5283	1112
826	5289	1106
827	5294	1099
828	5302	1093
829	5307	1087
830	5313	1080
831	5322	1074
832	5335	1069
833	5340	1062
834	5359	1059
835	5365	1052
836	5372	1046
837	5380	1040
838	5386	1033
839	5394	1027
840	5402	1021
841	5408	1014
842	5412	1008
843	5415	1001
844	5423	994
845	5428	988
846	5432	981
847	5436	974
848	5442	968
849	5445	961
850	5452	954
851	5465	949
852	5476	943
853	5484	937
854	5493	931
855	5498	925
856	5510	919
857	5516	912
858	5534	908
859	5539	901
860	5552	896
861	5557	889
862	5561	882
863	5566	876
864	5571	869
865	5575	862
866	5579	855
867	5583	849
868	5591	842
869	5595	836
870	5610	830
871	5613	824
872	5619	817
873	5626	811
874	5631	804
875	5637	798
876	5641	791
877	5645	784
878	5649	777
879	5659	771
880	5664	765
881	5671	758
882	5675	752
883	5679	745
884	5690	739
885	5696	733
886	5703	726
887	5709	720
888	5713	713
889	5725	707
890	5729	700
891	5740	695
892	5744	688
893	5750	681
894	5760	675
895	5769	669
896	5776	663
897	5787	657
898	5794	650
899	5800	644
900	5804	637
901	5809	631
902	5817	624
903	5822	618
904	5827	611
905	5832	605
906	5837	598
907	5842	591
908	5849	585
909	5854	579
910	5861	572
911	5864	565
912	5868	559
913	5872	552
914	5882	546
915	5886	539
916	5893	533
917	5899	526
918	5902	520
919	5908	513
920	5916	507
921	5919	500
922	5925	494
923	5930	487
924	5934	481
925	5939	474
926	5949	468
927	5953	461
928	5958	455
929	5963	448
930	5967	442
931	5982	436
932	6001	430
933	6009	424
934	6013	418
935	6016	411
936	6022	404
937	6026	398
938	6031	391
939	6034	385
940	6042	378
941	6046	372
942	6054	365
943	6058	359
944	6062	352
945	6067	346
946	6077	340
947	6081	333
948	6087	327
949	6091	320
950	6096	314
951	6107	307
952	6113	301
953	6126	295
954	6133	289
955	6140	282
956	6147	276
957	6154	269
958	6161	263
959	6169	257
960	6175	250
961	6180	244
962	6185	237
963	6190	231
964	6193	224
965	6198	218
966	6202	211
967	6206	205
968	6210	198
969	6214	192
970	6217	185
971	6221	179
972	6224	172
973	6229	166
974	6234	159
975	6240	153
976	6246	147
977	6250	140
978	6253	134
979	6259	127
980	6265	121
981	6272	114
982	6277	108
983	6283	102
984	6286	95
985	6288	89
986	6296	82
987	6301	76
988	6306	70
989	6310	63
990	6315	57
991	6318	50
992	6326	44
993	6332	38
994	6340	31
995	6347	25
996	6364	19
997	6368	12
998	6374	6
999	6381	0
6314	38
994	6317	31
995	6326	25
996	6330	19
997	6334	12
998	6339	6
999	6342	0
